iso,sex,year,suicide_rate,mental_hospitals_per_100k,general_h_units_per_100k,outpatient_facilities_per_100k,day_treatment_facilities_per_100k,comres_facilities_per_100k,psychiatrists_per_100k,nurses_per_100k,social_workers_per_100k,psychologists_per_100k,hospital_budget_pct,standalone_law,standalone_law_year,standalone_policy,standalone_policy_year,comres_beds_per_100k,mental_h_beds_per_100k,general_h_beds_per_100k
ERI,Both,2016,13.8,0.021,0.206,0.227,,,,2.166,0.041,0.083,,No,,Yes,2017,,4.126,0.413
ERI,Male,2016,22.4,0.021,0.206,0.227,,,,2.166,0.041,0.083,,No,,Yes,2017,,4.126,0.413
ERI,Female,2016,6.1,0.021,0.206,0.227,,,,2.166,0.041,0.083,,No,,Yes,2017,,4.126,0.413
ESP,Both,2016,6.1,,,,,,,,,,,,,,,,,
ESP,Male,2016,9.3,,,,,,,,,,,,,,,,,
ESP,Female,2016,3.1,,,,,,,,,,,,,,,,,
EST,Both,2016,14.4,0.152,0.684,14.82,17.176,3.496,16.188,23.484,0.532,6.46,2.9,Yes,2015,Yes,2016,20.444,8.74,58.444
EST,Male,2016,25.6,0.152,0.684,14.82,17.176,3.496,16.188,23.484,0.532,6.46,2.9,Yes,2015,Yes,2016,20.444,8.74,58.444
EST,Female,2016,4.4,0.152,0.684,14.82,17.176,3.496,16.188,23.484,0.532,6.46,2.9,Yes,2015,Yes,2016,20.444,8.74,58.444
ETH,Both,2016,11.4,,,,,,,,,,,,,,,,,
ETH,Male,2016,18.7,,,,,,,,,,,,,,,,,
ETH,Female,2016,4.7,,,,,,,,,,,,,,,,,
FIN,Both,2016,13.8,,,,,,,,,,,,,,,,,
FIN,Male,2016,20.8,,,,,,,,,,,,,,,,,
FIN,Female,2016,6.8,,,,,,,,,,,,,,,,,
FJI,Both,2016,5.5,0.112,0.336,3.363,0.112,,0.224,1.457,0.56,0.56,4,Yes,2010,Yes,2015,,11.209,2.354
FJI,Male,2016,8.8,0.112,0.336,3.363,0.112,,0.224,1.457,0.56,0.56,4,Yes,2010,Yes,2015,,11.209,2.354
FJI,Female,2016,2.5,0.112,0.336,3.363,0.112,,0.224,1.457,0.56,0.56,4,Yes,2010,Yes,2015,,11.209,2.354
FRA,Both,2016,12.1,,,,,,,,,,,,,,,,,
FRA,Male,2016,17.9,,,,,,,,,,,,,,,,,
FRA,Female,2016,6.5,,,,,,,,,,,,,,,,,
FSM,Both,2016,11.3,,,,,,,,,,,,,,,,,
FSM,Male,2016,16.2,,,,,,,,,,,,,,,,,
FSM,Female,2016,6.2,,,,,,,,,,,,,,,,,
GAB,Both,2016,9.6,0.052,,0.052,,,0.259,0.518,0.104,0.777,,Yes,2016,Yes,2013,,6.217,
GAB,Male,2016,15,0.052,,0.052,,,0.259,0.518,0.104,0.777,,Yes,2016,Yes,2013,,6.217,
GAB,Female,2016,4.3,0.052,,0.052,,,0.259,0.518,0.104,0.777,,Yes,2016,Yes,2013,,6.217,
GBR,Both,2016,7.6,,,,,,,,,,,,,,,,,
GBR,Male,2016,11.9,,,,,,,,,,,,,,,,,
GBR,Female,2016,3.5,,,,,,,,,,,,,,,,,
GEO,Both,2016,6.7,0.228,0.076,0.683,0.101,,6.706,5.922,,2.328,1.9,Yes,2007,Yes,2014,,36.72,2.531
GEO,Male,2016,12.3,0.228,0.076,0.683,0.101,,6.706,5.922,,2.328,1.9,Yes,2007,Yes,2014,,36.72,2.531
GEO,Female,2016,1.9,0.228,0.076,0.683,0.101,,6.706,5.922,,2.328,1.9,Yes,2007,Yes,2014,,36.72,2.531
GHA,Both,2016,8.7,0.011,1.095,2.378,0.018,0.015,0.058,7.733,,0.065,1.1,Yes,2012,Yes,2013,0.145,2.9,3.285
GHA,Male,2016,15.8,0.011,1.095,2.378,0.018,0.015,0.058,7.733,,0.065,1.1,Yes,2012,Yes,2013,0.145,2.9,3.285
GHA,Female,2016,2.9,0.011,1.095,2.378,0.018,0.015,0.058,7.733,,0.065,1.1,Yes,2012,Yes,2013,0.145,2.9,3.285
GIN,Both,2016,10.5,,0.008,,,,0.025,,0.008,0.008,,No,,Yes,2016,,,0.513
GIN,Male,2016,12.7,,0.008,,,,0.025,,0.008,0.008,,No,,Yes,2016,,,0.513
GIN,Female,2016,8.4,,0.008,,,,0.025,,0.008,0.008,,No,,Yes,2016,,,0.513
GMB,Both,2016,10,,,,,,0.101,0.303,0.101,,,Yes,1964,Yes,2016,,,
GMB,Male,2016,12.8,,,,,,0.101,0.303,0.101,,,Yes,1964,Yes,2016,,,
GMB,Female,2016,7.3,,,,,,0.101,0.303,0.101,,,Yes,1964,Yes,2016,,,
GNB,Both,2016,7.4,0.056,,0.056,,,,0.791,0.169,0.113,,No,,No,,,2.033,
GNB,Male,2016,8.9,0.056,,0.056,,,,0.791,0.169,0.113,,No,,No,,,2.033,
GNB,Female,2016,6.1,0.056,,0.056,,,,0.791,0.169,0.113,,No,,No,,,2.033,
GNQ,Both,2016,22,,,,,,,,,,,,,,,,,
GNQ,Male,2016,31.3,,,,,,,,,,,,,,,,,
GNQ,Female,2016,10.8,,,,,,,,,,,,,,,,,
GRC,Both,2016,3.8,0.027,0.33,1.346,1.319,6.178,5.803,12.748,3.459,8.781,,Yes,1999,Yes,2016,14.78,10.653,5.696
GRC,Male,2016,6.1,0.027,0.33,1.346,1.319,6.178,5.803,12.748,3.459,8.781,,Yes,1999,Yes,2016,14.78,10.653,5.696
GRC,Female,2016,1.5,0.027,0.33,1.346,1.319,6.178,5.803,12.748,3.459,8.781,,Yes,1999,Yes,2016,14.78,10.653,5.696
GRD,Both,2016,1.7,0.936,0.936,10.297,,,1.872,0.936,2.808,,,Yes,2009,No,,,74.89,18.723
GRD,Male,2016,2.1,0.936,0.936,10.297,,,1.872,0.936,2.808,,,Yes,2009,No,,,74.89,18.723
GRD,Female,2016,1,0.936,0.936,10.297,,,1.872,0.936,2.808,,,Yes,2009,No,,,74.89,18.723
GTM,Both,2016,2.9,0.006,0.006,1.434,,0.006,0.492,1.071,0.006,46.147,,No,,,,0.234,2.129,0.111
GTM,Male,2016,4.4,0.006,0.006,1.434,,0.006,0.492,1.071,0.006,46.147,,No,,,,0.234,2.129,0.111
GTM,Female,2016,1.7,0.006,0.006,1.434,,0.006,0.492,1.071,0.006,46.147,,No,,,,0.234,2.129,0.111
GUY,Both,2016,30.2,0.13,0.13,0.26,,,0.911,,,0,0.2,Yes,1930,Yes,2015,,20.039,0.781
GUY,Male,2016,46.6,0.13,0.13,0.26,,,0.911,,,0,0.2,Yes,1930,Yes,2015,,20.039,0.781
GUY,Female,2016,14.2,0.13,0.13,0.26,,,0.911,,,0,0.2,Yes,1930,Yes,2015,,20.039,0.781
HND,Both,2016,3.4,,,,,,,,,,,,,,,,,
HND,Male,2016,5.3,,,,,,,,,,,,,,,,,
HND,Female,2016,1.7,,,,,,,,,,,,,,,,,
HRV,Both,2016,11.5,0.165,0.519,3.093,0.803,,11.095,41.856,1.298,4.367,4.3,Yes,2014,Yes,2013,,75.354,16.501
HRV,Male,2016,18.8,0.165,0.519,3.093,0.803,,11.095,41.856,1.298,4.367,4.3,Yes,2014,Yes,2013,,75.354,16.501
HRV,Female,2016,5.1,0.165,0.519,3.093,0.803,,11.095,41.856,1.298,4.367,4.3,Yes,2014,Yes,2013,,75.354,16.501
HTI,Both,2016,12.2,0.019,0.009,0.131,,,0.075,0.233,0.373,0.56,1.6,No,,Yes,2014,,1.951,0.037
HTI,Male,2016,18.3,0.019,0.009,0.131,,,0.075,0.233,0.373,0.56,1.6,No,,Yes,2014,,1.951,0.037
HTI,Female,2016,6.4,0.019,0.009,0.131,,,0.075,0.233,0.373,0.56,1.6,No,,Yes,2014,,1.951,0.037
HUN,Both,2016,13.6,,2.647,8.269,0.02,0.286,11.079,33.739,,2.484,,No,,No,,,,85.671
HUN,Male,2016,22.2,,2.647,8.269,0.02,0.286,11.079,33.739,,2.484,,No,,No,,,,85.671
HUN,Female,2016,6.2,,2.647,8.269,0.02,0.286,11.079,33.739,,2.484,,No,,No,,,,85.671
IDN,Both,2016,3.7,0.019,0.104,,,,0.31,2.518,,0.175,6,Yes,,Yes,2014,,,
IDN,Male,2016,5.2,0.019,0.104,,,,0.31,2.518,,0.175,6,Yes,,Yes,2014,,,
IDN,Female,2016,2.2,0.019,0.104,,,,0.31,2.518,,0.175,6,Yes,,Yes,2014,,,
IND,Both,2016,16.5,0.01,0.03,0.176,0.023,0.017,0.292,0.796,0.065,0.069,1.3,Yes,2017,Yes,2014,5.178,1.426,0.56
IND,Male,2016,18.5,0.01,0.03,0.176,0.023,0.017,0.292,0.796,0.065,0.069,1.3,Yes,2017,Yes,2014,5.178,1.426,0.56
IND,Female,2016,14.5,0.01,0.03,0.176,0.023,0.017,0.292,0.796,0.065,0.069,1.3,Yes,2017,Yes,2014,5.178,1.426,0.56
IRL,Both,2016,10.9,0.617,0.617,3.83,0.085,4.468,,,,,6,Yes,2001,Yes,2006,,21.659,21.659
IRL,Male,2016,17.6,0.617,0.617,3.83,0.085,4.468,,,,,6,Yes,2001,Yes,2006,,21.659,21.659
IRL,Female,2016,4.2,0.617,0.617,3.83,0.085,4.468,,,,,6,Yes,2001,Yes,2006,,21.659,21.659
IRN,Both,2016,4,,,,,,,,,,,,,,,,,
IRN,Male,2016,4.9,,,,,,,,,,,,,,,,,
IRN,Female,2016,3.1,,,,,,,,,,,,,,,,,
IRQ,Both,2016,4.1,,,,,,,,,,,,,,,,,
IRQ,Male,2016,4.7,,,,,,,,,,,,,,,,,
IRQ,Female,2016,3.4,,,,,,,,,,,,,,,,,
ISL,Both,2016,13.3,0.303,4.542,3.028,,,,,,,5.7,No,,Yes,2016,,18.168,32.703
ISL,Male,2016,21.7,0.303,4.542,3.028,,,,,,,5.7,No,,Yes,2016,,18.168,32.703
ISL,Female,2016,4.7,0.303,4.542,3.028,,,,,,,5.7,No,,Yes,2016,,18.168,32.703
ISR,Both,2016,5.2,0.161,0.136,,,1.637,9.87,,,88.089,3.4,Yes,2014,Yes,2012,161.398,35.228,4.179
ISR,Male,2016,8.2,0.161,0.136,,,1.637,9.87,,,88.089,3.4,Yes,2014,Yes,2012,161.398,35.228,4.179
ISR,Female,2016,2.4,0.161,0.136,,,1.637,9.87,,,88.089,3.4,Yes,2014,Yes,2012,161.398,35.228,4.179
ITA,Both,2016,5.5,,,,,,,,,,,,,,,,,
ITA,Male,2016,8.4,,,,,,,,,,,,,,,,,
ITA,Female,2016,2.6,,,,,,,,,,,,,,,,,
JAM,Both,2016,2,,,,,,,,,,,,,,,,,
JAM,Male,2016,3.2,,,,,,,,,,,,,,,,,
JAM,Female,2016,0.9,,,,,,,,,,,,,,,,,
JOR,Both,2016,3.7,0.055,0.033,0.513,,,1.125,3.297,0.218,1.266,,No,,Yes,2011,,6.649,0.415
JOR,Male,2016,4.7,0.055,0.033,0.513,,,1.125,3.297,0.218,1.266,,No,,Yes,2011,,6.649,0.415
JOR,Female,2016,2.7,0.055,0.033,0.513,,,1.125,3.297,0.218,1.266,,No,,Yes,2011,,6.649,0.415
JPN,Both,2016,14.3,8.314,0.45,7.223,3.759,0.366,11.867,83.805,8.328,3.037,,Yes,2016,Yes,2014,,196.625,66.147
JPN,Male,2016,20.5,8.314,0.45,7.223,3.759,0.366,11.867,83.805,8.328,3.037,,Yes,2016,Yes,2014,,196.625,66.147
JPN,Female,2016,8.1,8.314,0.45,7.223,3.759,0.366,11.867,83.805,8.328,3.037,,Yes,2016,Yes,2014,,196.625,66.147
KAZ,Both,2016,22.8,,,,,,,,,,,,,,,,,
KAZ,Male,2016,40.1,,,,,,,,,,,,,,,,,
KAZ,Female,2016,7.7,,,,,,,,,,,,,,,,,
KEN,Both,2016,5.6,0.002,0.032,0.068,,,0.184,,,,0,Yes,1989,Yes,2015,,1.482,1.059
KEN,Male,2016,9.7,0.002,0.032,0.068,,,0.184,,,,0,Yes,1989,Yes,2015,,1.482,1.059
KEN,Female,2016,2.1,0.002,0.032,0.068,,,0.184,,,,0,Yes,1989,Yes,2015,,1.482,1.059
KGZ,Both,2016,9.1,0.085,0.136,1.159,0.051,,1.688,7.365,,0.409,7.7,Yes,2016,Yes,2017,,27.705,1.603
KGZ,Male,2016,14.8,0.085,0.136,1.159,0.051,,1.688,7.365,,0.409,7.7,Yes,2016,Yes,2017,,27.705,1.603
KGZ,Female,2016,3.7,0.085,0.136,1.159,0.051,,1.688,7.365,,0.409,7.7,Yes,2016,Yes,2017,,27.705,1.603
KHM,Both,2016,5.9,,0.006,1.134,,,0.387,0.277,,7.089,0,No,,Yes,2011,,,0.032
KHM,Male,2016,9,,0.006,1.134,,,0.387,0.277,,7.089,0,No,,Yes,2011,,,0.032
KHM,Female,2016,3.2,,0.006,1.134,,,0.387,0.277,,7.089,0,No,,Yes,2011,,,0.032
KIR,Both,2016,15.2,,,,,,,,,,,,,,,,,
KIR,Male,2016,25.9,,,,,,,,,,,,,,,,,
KIR,Female,2016,5.4,,,,,,,,,,,,,,,,,
KOR,Both,2016,20.2,0.358,0.389,1.789,0.134,0.427,5.793,13.662,8.404,1.591,3.8,Yes,2016,Yes,2016,4.85,94.217,11.156
KOR,Male,2016,29.6,0.358,0.389,1.789,0.134,0.427,5.793,13.662,8.404,1.591,3.8,Yes,2016,Yes,2016,4.85,94.217,11.156
KOR,Female,2016,11.6,0.358,0.389,1.789,0.134,0.427,5.793,13.662,8.404,1.591,3.8,Yes,2016,Yes,2016,4.85,94.217,11.156
KWT,Both,2016,2.2,,,,,,,,,,,,,,,,,
KWT,Male,2016,2.5,,,,,,,,,,,,,,,,,
KWT,Female,2016,1.7,,,,,,,,,,,,,,,,,
LAO,Both,2016,9.3,,,,,,,,,,,,,,,,,
LAO,Male,2016,12.9,,,,,,,,,,,,,,,,,
LAO,Female,2016,6.1,,,,,,,,,,,,,,,,,
LBN,Both,2016,3.2,,,,,,,,,,,,,,,,,
LBN,Male,2016,4.2,,,,,,,,,,,,,,,,,
LBN,Female,2016,2.2,,,,,,,,,,,,,,,,,
LBR,Both,2016,13.4,0.022,0.067,0.622,,,0.044,6.401,1.4,,2.4,Yes,2017,Yes,2016,0.444,1.6,0.333
LBR,Male,2016,13.8,0.022,0.067,0.622,,,0.044,6.401,1.4,,2.4,Yes,2017,Yes,2016,0.444,1.6,0.333
LBR,Female,2016,13,0.022,0.067,0.622,,,0.044,6.401,1.4,,2.4,Yes,2017,Yes,2016,0.444,1.6,0.333
LBY,Both,2016,5.5,0.032,,,,,,,,,,No,,No,,,,
LBY,Male,2016,8.7,0.032,,,,,,,,,,No,,No,,,,
LBY,Female,2016,2.3,0.032,,,,,,,,,,No,,No,,,,
LCA,Both,2016,7.3,0.564,,19.751,,,0.564,50.788,0.564,,6,Yes,2001,No,,,54.739,
LCA,Male,2016,12.7,0.564,,19.751,,,0.564,50.788,0.564,,6,Yes,2001,No,,,54.739,
LCA,Female,2016,2.1,0.564,,19.751,,,0.564,50.788,0.564,,6,Yes,2001,No,,,54.739,
LKA,Both,2016,14.2,,,,,,,,,,,,,,,,,
LKA,Male,2016,23.3,,,,,,,,,,,,,,,,,
LKA,Female,2016,6.2,,,,,,,,,,,,,,,,,
LSO,Both,2016,28.9,,,,,,,,,,,,,,,,,
LSO,Male,2016,22.7,,,,,,,,,,,,,,,,,
LSO,Female,2016,32.6,,,,,,,,,,,,,,,,,
LTU,Both,2016,25.7,0.136,0.682,3.922,,,18.452,49.763,,15.86,,Yes,2005,Yes,2016,,40.178,49.592
LTU,Male,2016,47.5,0.136,0.682,3.922,,,18.452,49.763,,15.86,,Yes,2005,Yes,2016,,40.178,49.592
LTU,Female,2016,6.7,0.136,0.682,3.922,,,18.452,49.763,,15.86,,Yes,2005,Yes,2016,,40.178,49.592
LUX,Both,2016,10.4,,,,,,,,,,,,,,,,,
LUX,Male,2016,15,,,,,,,,,,,,,,,,,
LUX,Female,2016,5.8,,,,,,,,,,,,,,,,,
LVA,Both,2016,17.2,,,,,,,,,,,,,,,,,
LVA,Male,2016,31,,,,,,,,,,,,,,,,,
LVA,Female,2016,5.1,,,,,,,,,,,,,,,,,
MAR,Both,2016,3.1,0.032,0.08,0.371,0.101,0.069,0.839,2.451,0.646,0.575,,Yes,1959,Yes,2013,,4.175,2.054
MAR,Male,2016,2.5,0.032,0.08,0.371,0.101,0.069,0.839,2.451,0.646,0.575,,Yes,1959,Yes,2013,,4.175,2.054
MAR,Female,2016,3.6,0.032,0.08,0.371,0.101,0.069,0.839,2.451,0.646,0.575,,Yes,1959,Yes,2013,,4.175,2.054
MDA,Both,2016,13.4,,,,,,,,,,,,,,,,,
MDA,Male,2016,24.1,,,,,,,,,,,,,,,,,
MDA,Female,2016,3.8,,,,,,,,,,,,,,,,,
MDG,Both,2016,6.9,0.021,0.045,,0.004,0.008,0.058,0.314,0.05,0.062,,Yes,1838,Yes,2008,0.103,0.854,0.466
MDG,Male,2016,10.5,0.021,0.045,,0.004,0.008,0.058,0.314,0.05,0.062,,Yes,1838,Yes,2008,0.103,0.854,0.466
MDG,Female,2016,3.6,0.021,0.045,,0.004,0.008,0.058,0.314,0.05,0.062,,Yes,1838,Yes,2008,0.103,0.854,0.466
MDV,Both,2016,2.7,,,,,,,,,,,,,,,,,
MDV,Male,2016,3.6,,,,,,,,,,,,,,,,,
MDV,Female,2016,1.6,,,,,,,,,,,,,,,,,
MEX,Both,2016,5.2,0.029,0.006,0.126,0.079,0.012,0.207,2.239,0.53,3.459,,Yes,2017,Yes,2013,0.255,3.06,0.027
MEX,Male,2016,8.2,0.029,0.006,0.126,0.079,0.012,0.207,2.239,0.53,3.459,,Yes,2017,Yes,2013,0.255,3.06,0.027
MEX,Female,2016,2.3,0.029,0.006,0.126,0.079,0.012,0.207,2.239,0.53,3.459,,Yes,2017,Yes,2013,0.255,3.06,0.027
MKD,Both,2016,6.2,,,,,,,,,,,,,,,,,
MKD,Male,2016,9.7,,,,,,,,,,,,,,,,,
MKD,Female,2016,3,,,,,,,,,,,,,,,,,
MLI,Both,2016,8.9,,0.006,,,,0.029,0.092,,0.011,,No,,No,,,,0.315
MLI,Male,2016,13.5,,0.006,,,,0.029,0.092,,0.011,,No,,No,,,,0.315
MLI,Female,2016,4.7,,0.006,,,,0.029,0.092,,0.011,,No,,No,,,,0.315
MLT,Both,2016,6.5,,,,,,,,,,,,,,,,,
MLT,Male,2016,10.3,,,,,,,,,,,,,,,,,
MLT,Female,2016,2.8,,,,,,,,,,,,,,,,,
MMR,Both,2016,8.1,0.004,0.042,0.073,,,0.384,0.321,0.013,,0.4,Yes,1912,Yes,1993,,2.672,0.555
MMR,Male,2016,6.3,0.004,0.042,0.073,,,0.384,0.321,0.013,,0.4,Yes,1912,Yes,1993,,2.672,0.555
MMR,Female,2016,9.8,0.004,0.042,0.073,,,0.384,0.321,0.013,,0.4,Yes,1912,Yes,1993,,2.672,0.555
MNE,Both,2016,7.9,0.318,0.318,,,,8.278,18.307,1.114,,,Yes,2013,Yes,2017,,46.484,4.298
MNE,Male,2016,12.6,0.318,0.318,,,,8.278,18.307,1.114,,,Yes,2013,Yes,2017,,46.484,4.298
MNE,Female,2016,3.6,0.318,0.318,,,,8.278,18.307,1.114,,,Yes,2013,Yes,2017,,46.484,4.298
MNG,Both,2016,13.3,0.034,0.47,0.067,,,4.031,4.199,0.101,0.101,,Yes,2013,No,,,18.476,3.258
MNG,Male,2016,23.3,0.034,0.47,0.067,,,4.031,4.199,0.101,0.101,,Yes,2013,No,,,18.476,3.258
MNG,Female,2016,3.8,0.034,0.47,0.067,,,4.031,4.199,0.101,0.101,,Yes,2013,No,,,18.476,3.258
MOZ,Both,2016,8.4,0.007,0.039,0.768,0.021,,0.046,,0.018,0.389,,No,,Yes,2016,,0.439,1.978
MOZ,Male,2016,14,0.007,0.039,0.768,0.021,,0.046,,0.018,0.389,,No,,Yes,2016,,0.439,1.978
MOZ,Female,2016,4.1,0.007,0.039,0.768,0.021,,0.046,,0.018,0.389,,No,,Yes,2016,,0.439,1.978
MRT,Both,2016,7.5,,,,,,,,,,,,,,,,,
MRT,Male,2016,12.1,,,,,,,,,,,,,,,,,
MRT,Female,2016,3.6,,,,,,,,,,,,,,,,,
MUS,Both,2016,7.3,,,,,,,,,,,,,,,,,
MUS,Male,2016,12.5,,,,,,,,,,,,,,,,,
MUS,Female,2016,2.2,,,,,,,,,,,,,,,,,
MWI,Both,2016,7.8,,,,,,,,,,,,,,,,,
MWI,Male,2016,13.7,,,,,,,,,,,,,,,,,
MWI,Female,2016,3.2,,,,,,,,,,,,,,,,,
MYS,Both,2016,6.2,0.013,0.153,0.316,3.118,,1.048,6.838,,1.029,1.3,Yes,2001,Yes,2012,,11.054,
MYS,Male,2016,8.7,0.013,0.153,0.316,3.118,,1.048,6.838,,1.029,1.3,Yes,2001,Yes,2012,,11.054,
MYS,Female,2016,3.6,0.013,0.153,0.316,3.118,,1.048,6.838,,1.029,1.3,Yes,2001,Yes,2012,,11.054,
NAM,Both,2016,11.5,,0.082,0.082,,0.041,0.371,0.907,0.206,1.443,,Yes,1973,No,,0.495,,12.657
NAM,Male,2016,19.4,,0.082,0.082,,0.041,0.371,0.907,0.206,1.443,,Yes,1973,No,,0.495,,12.657
NAM,Female,2016,4.9,,0.082,0.082,,0.041,0.371,0.907,0.206,1.443,,Yes,1973,No,,0.495,,12.657
NER,Both,2016,9,,0.033,1.685,0.019,,0.014,0.126,0.028,0.019,,No,,Yes,2017,,,0.521
NER,Male,2016,11.5,,0.033,1.685,0.019,,0.014,0.126,0.028,0.019,,No,,Yes,2017,,,0.521
NER,Female,2016,6.7,,0.033,1.685,0.019,,0.014,0.126,0.028,0.019,,No,,Yes,2017,,,0.521
NGA,Both,2016,17.3,,,,,,,,,,,,,,,,,
NGA,Male,2016,17.5,,,,,,,,,,,,,,,,,
NGA,Female,2016,17.1,,,,,,,,,,,,,,,,,
NIC,Both,2016,11.9,,,,,,,,,,,,,,,,,
NIC,Male,2016,19.2,,,,,,,,,,,,,,,,,
NIC,Female,2016,5,,,,,,,,,,,,,,,,,
NLD,Both,2016,9.6,,,,,,,,,,,,,,,,,
NLD,Male,2016,12.9,,,,,,,,,,,,,,,,,
NLD,Female,2016,6.4,,,,,,,,,,,,,,,,,
NOR,Both,2016,10.1,0.577,0.481,1.308,0.885,,48.04,,,73.522,,Yes,2017,Yes,2016,,74.329,
NOR,Male,2016,13.6,0.577,0.481,1.308,0.885,,48.04,,,73.522,,Yes,2017,Yes,2016,,74.329,
NOR,Female,2016,6.5,0.577,0.481,1.308,0.885,,48.04,,,73.522,,Yes,2017,Yes,2016,,74.329,
NPL,Both,2016,9.6,0.021,0.063,0.112,,,0.356,0.558,,0.523,,No,,Yes,1996,,0.576,1.183
NPL,Male,2016,11.4,0.021,0.063,0.112,,,0.356,0.558,,0.523,,No,,Yes,1996,,0.576,1.183
NPL,Female,2016,8,0.021,0.063,0.112,,,0.356,0.558,,0.523,,No,,Yes,1996,,0.576,1.183
NZL,Both,2016,11.6,,0.607,,,,28.54,75.132,,,9,Yes,1992,Yes,2012,26.243,,18.788
NZL,Male,2016,17.3,,0.607,,,,28.54,75.132,,,9,Yes,1992,Yes,2012,26.243,,18.788
NZL,Female,2016,6.2,,0.607,,,,28.54,75.132,,,9,Yes,1992,Yes,2012,26.243,,18.788
OMN,Both,2016,3.5,,,,,,,,,,,,,,,,,
OMN,Male,2016,4.8,,,,,,,,,,,,,,,,,
OMN,Female,2016,0.9,,,,,,,,,,,,,,,,,
PAK,Both,2016,3.1,0.006,0.422,2.3,,0.305,,,,,0.4,Yes,2001,No,,2.989,2.472,3.274
PAK,Male,2016,3,0.006,0.422,2.3,,0.305,,,,,0.4,Yes,2001,No,,2.989,2.472,3.274
PAK,Female,2016,3.1,0.006,0.422,2.3,,0.305,,,,,0.4,Yes,2001,No,,2.989,2.472,3.274
PAN,Both,2016,4.4,0.025,0.277,2.696,0.025,,4.031,3.452,9.221,7.331,,No,,Yes,2003,,3.779,5.996
PAN,Male,2016,7.6,0.025,0.277,2.696,0.025,,4.031,3.452,9.221,7.331,,No,,Yes,2003,,3.779,5.996
PAN,Female,2016,1.2,0.025,0.277,2.696,0.025,,4.031,3.452,9.221,7.331,,No,,Yes,2003,,3.779,5.996
PER,Both,2016,5.1,0.01,0.057,0.166,0.016,0.022,2.948,5.995,,9.507,1.7,Yes,2012,Yes,2006,0.172,3.197,0.405
PER,Male,2016,7.6,0.01,0.057,0.166,0.016,0.022,2.948,5.995,,9.507,1.7,Yes,2012,Yes,2006,0.172,3.197,0.405
PER,Female,2016,2.7,0.01,0.057,0.166,0.016,0.022,2.948,5.995,,9.507,1.7,Yes,2012,Yes,2006,0.172,3.197,0.405
PHL,Both,2016,3.7,0.001,0.083,0.211,0.002,0.058,0.518,,,0.885,0.2,Yes,2018,Yes,2016,2.045,4.129,1.324
PHL,Male,2016,5.2,0.001,0.083,0.211,0.002,0.058,0.518,,,0.885,0.2,Yes,2018,Yes,2016,2.045,4.129,1.324
PHL,Female,2016,2.3,0.001,0.083,0.211,0.002,0.058,0.518,,,0.885,0.2,Yes,2018,Yes,2016,2.045,4.129,1.324
PNG,Both,2016,7,,,,,,,,,,,,,,,,,
PNG,Male,2016,10.2,,,,,,,,,,,,,,,,,
PNG,Female,2016,3.8,,,,,,,,,,,,,,,,,
POL,Both,2016,13.4,0.125,0.261,3.207,0.716,,24.176,30.916,,16.346,2.6,Yes,2011,Yes,2011,,30.466,15.583
POL,Male,2016,23.9,0.125,0.261,3.207,0.716,,24.176,30.916,,16.346,2.6,Yes,2011,Yes,2011,,30.466,15.583
POL,Female,2016,3.4,0.125,0.261,3.207,0.716,,24.176,30.916,,16.346,2.6,Yes,2011,Yes,2011,,30.466,15.583
PRK,Both,2016,10.6,,,,,,,,,,,,,,,,,
PRK,Male,2016,14.8,,,,,,,,,,,,,,,,,
PRK,Female,2016,8,,,,,,,,,,,,,,,,,
PRT,Both,2016,8.6,0.029,0.288,0.701,0.518,0.269,,,,,,Yes,1998,Yes,2008,6.344,5.701,11.825
PRT,Male,2016,14.3,0.029,0.288,0.701,0.518,0.269,,,,,,Yes,1998,Yes,2008,6.344,5.701,11.825
PRT,Female,2016,3.8,0.029,0.288,0.701,0.518,0.269,,,,,,Yes,1998,Yes,2008,6.344,5.701,11.825
PRY,Both,2016,9.3,0.03,0.03,1.416,0.015,0.09,,,,,1.8,No,,Yes,2017,0.874,5.106,0.241
PRY,Male,2016,12.3,0.03,0.03,1.416,0.015,0.09,,,,,1.8,No,,Yes,2017,0.874,5.106,0.241
PRY,Female,2016,6.2,0.03,0.03,1.416,0.015,0.09,,,,,1.8,No,,Yes,2017,0.874,5.106,0.241
QAT,Both,2016,5.8,0.038,0.038,0.344,0.115,0.076,2.712,9.933,0.115,1.413,0.6,Yes,2016,Yes,2013,0.573,2.483,0.458
QAT,Male,2016,7.3,0.038,0.038,0.344,0.115,0.076,2.712,9.933,0.115,1.413,0.6,Yes,2016,Yes,2013,0.573,2.483,0.458
QAT,Female,2016,1.1,0.038,0.038,0.344,0.115,0.076,2.712,9.933,0.115,1.413,0.6,Yes,2016,Yes,2013,0.573,2.483,0.458
ROU,Both,2016,8,0.171,0.392,0.911,0.277,,5.665,18.71,0.503,1.479,,Yes,2009,Yes,2009,,82.469,55.045
ROU,Male,2016,13.9,0.171,0.392,0.911,0.277,,5.665,18.71,0.503,1.479,,Yes,2009,Yes,2009,,82.469,55.045
ROU,Female,2016,2.4,0.171,0.392,0.911,0.277,,5.665,18.71,0.503,1.479,,Yes,2009,Yes,2009,,82.469,55.045
RUS,Both,2016,26.5,,,,,,,,,,,,,,,,,
RUS,Male,2016,48.3,,,,,,,,,,,,,,,,,
RUS,Female,2016,7.5,,,,,,,,,,,,,,,,,
