iso,sex,year,suicide_rate,mental_hospitals_per_100k,general_h_units_per_100k,outpatient_facilities_per_100k,day_treatment_facilities_per_100k,comres_facilities_per_100k,psychiatrists_per_100k,nurses_per_100k,social_workers_per_100k,psychologists_per_100k,hospital_budget_pct,standalone_law,standalone_law_year,standalone_policy,standalone_policy_year,comres_beds_per_100k,mental_h_beds_per_100k,general_h_beds_per_100k
RWA,Both,2016,11,0.017,0.396,0.404,,,0.06,1.376,0.172,0.387,10,No,,Yes,2012,,3.44,0.344
RWA,Male,2016,16.9,0.017,0.396,0.404,,,0.06,1.376,0.172,0.387,10,No,,Yes,2012,,3.44,0.344
RWA,Female,2016,6,0.017,0.396,0.404,,,0.06,1.376,0.172,0.387,10,No,,Yes,2012,,3.44,0.344
SAU,Both,2016,3.4,0.079,0.013,0.507,,0.013,1.321,10.66,3.955,2.034,4,Yes,2016,Yes,2011,0.634,17.115,0.317
SAU,Male,2016,4.6,0.079,0.013,0.507,,0.013,1.321,10.66,3.955,2.034,4,Yes,2016,Yes,2011,0.634,17.115,0.317
SAU,Female,2016,1.7,0.079,0.013,0.507,,0.013,1.321,10.66,3.955,2.034,4,Yes,2016,Yes,2011,0.634,17.115,0.317
SDN,Both,2016,9.5,,,,,,,,,,,,,,,,,
SDN,Male,2016,14.5,,,,,,,,,,,,,,,,,
SDN,Female,2016,4.6,,,,,,,,,,,,,,,,,
SEN,Both,2016,11.8,0.007,0.027,0.04,,0.027,0.2,0.267,0.067,0.02,,Yes,1975,Yes,2016,0.908,0.935,0.581
SEN,Male,2016,20.3,0.007,0.027,0.04,,0.027,0.2,0.267,0.067,0.02,,Yes,1975,Yes,2016,0.908,0.935,0.581
SEN,Female,2016,5.2,0.007,0.027,0.04,,0.027,0.2,0.267,0.067,0.02,,Yes,1975,Yes,2016,0.908,0.935,0.581
SGP,Both,2016,7.9,0.018,0.072,0.217,0.163,0.054,4.191,,,,3,Yes,2010,Yes,2012,6.431,34.867,1.228
SGP,Male,2016,11.1,0.018,0.072,0.217,0.163,0.054,4.191,,,,3,Yes,2010,Yes,2012,6.431,34.867,1.228
SGP,Female,2016,4.9,0.018,0.072,0.217,0.163,0.054,4.191,,,,3,Yes,2010,Yes,2012,6.431,34.867,1.228
SLB,Both,2016,5.9,,,,,,,,,,,,,,,,,
SLB,Male,2016,8.5,,,,,,,,,,,,,,,,,
SLB,Female,2016,3.2,,,,,,,,,,,,,,,,,
SLE,Both,2016,16.1,,,,,,,,,,,,,,,,,
SLE,Male,2016,18.2,,,,,,,,,,,,,,,,,
SLE,Female,2016,14.2,,,,,,,,,,,,,,,,,
SLV,Both,2016,13.5,0.032,0.253,0.729,,,0.887,,0.301,2.075,,No,,Yes,2012,,5.687,0.253
SLV,Male,2016,24.8,0.032,0.253,0.729,,,0.887,,0.301,2.075,,No,,Yes,2012,,5.687,0.253
SLV,Female,2016,4.3,0.032,0.253,0.729,,,0.887,,0.301,2.075,,No,,Yes,2012,,5.687,0.253
SOM,Both,2016,8.3,,,,,,,,,,,,,,,,,
SOM,Male,2016,11.5,,,,,,,,,,,,,,,,,
SOM,Female,2016,5.4,,,,,,,,,,,,,,,,,
SRB,Both,2016,10.9,,,,,,,,,,,,,,,,,
SRB,Male,2016,17.3,,,,,,,,,,,,,,,,,
SRB,Female,2016,5.2,,,,,,,,,,,,,,,,,
SSD,Both,2016,6.1,,0.008,0.008,,,0.025,0.017,,0.261,,No,,No,,,,0.101
SSD,Male,2016,8.3,,0.008,0.008,,,0.025,0.017,,0.261,,No,,No,,,,0.101
SSD,Female,2016,4.1,,0.008,0.008,,,0.025,0.017,,0.261,,No,,No,,,,0.101
STP,Both,2016,3.1,,0.511,0.511,,,0.511,4.602,0.511,3.068,6.1,No,,Yes,2013,,,16.364
STP,Male,2016,4.2,,0.511,0.511,,,0.511,4.602,0.511,3.068,6.1,No,,Yes,2013,,,16.364
STP,Female,2016,2.1,,0.511,0.511,,,0.511,4.602,0.511,3.068,6.1,No,,Yes,2013,,,16.364
SUR,Both,2016,23.2,,,,,,1.265,16.63,0.362,0.542,,Yes,1953,Yes,2012,,,
SUR,Male,2016,36.1,,,,,,1.265,16.63,0.362,0.542,,Yes,1953,Yes,2012,,,
SUR,Female,2016,10.9,,,,,,1.265,16.63,0.362,0.542,,Yes,1953,Yes,2012,,,
SVK,Both,2016,10.1,,,,,,,,,,,,,,,,,
SVK,Male,2016,18.4,,,,,,,,,,,,,,,,,
SVK,Female,2016,2.6,,,,,,,,,,,,,,,,,
SVN,Both,2016,13.3,0.241,0.048,5.832,2.121,3.518,11.953,36.727,1.976,9.302,5.8,Yes,2008,No,,84.153,57.114,9.543
SVN,Male,2016,22.4,0.241,0.048,5.832,2.121,3.518,11.953,36.727,1.976,9.302,5.8,Yes,2008,No,,84.153,57.114,9.543
SVN,Female,2016,4.5,0.241,0.048,5.832,2.121,3.518,11.953,36.727,1.976,9.302,5.8,Yes,2008,No,,84.153,57.114,9.543
SWE,Both,2016,11.7,,,,,,20.863,50.566,,,,No,,Yes,2016,,31.095,
SWE,Male,2016,15.8,,,,,,20.863,50.566,,,,No,,Yes,2016,,31.095,
SWE,Female,2016,7.4,,,,,,20.863,50.566,,,,No,,Yes,2016,,31.095,
SWZ,Both,2016,16.7,,,,,,,,,,,,,,,,,
SWZ,Male,2016,25.4,,,,,,,,,,,,,,,,,
SWZ,Female,2016,9.6,,,,,,,,,,,,,,,,,
SYC,Both,2016,8.3,1.067,,2.134,1.067,1.067,2.134,8.534,,3.2,,Yes,2006,No,,,42.67,
SYC,Male,2016,15,1.067,,2.134,1.067,1.067,2.134,8.534,,3.2,,Yes,2006,No,,,42.67,
SYC,Female,2016,2.1,1.067,,2.134,1.067,1.067,2.134,8.534,,3.2,,Yes,2006,No,,,42.67,
SYR,Both,2016,2.4,0.016,0.016,2.263,,,0.368,1.068,0.801,1.068,0.2,No,,Yes,2013,,5.338,0.267
SYR,Male,2016,3.8,0.016,0.016,2.263,,,0.368,1.068,0.801,1.068,0.2,No,,Yes,2013,,5.338,0.267
SYR,Female,2016,1.1,0.016,0.016,2.263,,,0.368,1.068,0.801,1.068,0.2,No,,Yes,2013,,5.338,0.267
TCD,Both,2016,15.5,,0.007,0.007,,,0.007,0.021,0.007,,,No,,Yes,2016,,,0.014
TCD,Male,2016,17.1,,0.007,0.007,,,0.007,0.021,0.007,,,No,,Yes,2016,,,0.014
TCD,Female,2016,13.8,,0.007,0.007,,,0.007,0.021,0.007,,,No,,Yes,2016,,,0.014
TGO,Both,2016,16.6,0.013,0.108,0.04,,0.04,0.054,0.27,0.054,0.404,,No,,Yes,2015,0.27,1.618,0.404
TGO,Male,2016,22.7,0.013,0.108,0.04,,0.04,0.054,0.27,0.054,0.404,,No,,Yes,2015,0.27,1.618,0.404
TGO,Female,2016,10.9,0.013,0.108,0.04,,0.04,0.054,0.27,0.054,0.404,,No,,Yes,2015,0.27,1.618,0.404
THA,Both,2016,12.9,0.028,0.151,1.302,0.007,,0.721,7.418,0.836,1.749,0.3,Yes,2008,Yes,2017,,6.464,0.377
THA,Male,2016,21.4,0.028,0.151,1.302,0.007,,0.721,7.418,0.836,1.749,0.3,Yes,2008,Yes,2017,,6.464,0.377
THA,Female,2016,4.8,0.028,0.151,1.302,0.007,,0.721,7.418,0.836,1.749,0.3,Yes,2008,Yes,2017,,6.464,0.377
TJK,Both,2016,3.3,0.035,0.129,0.164,,,1.392,1.497,,,2,Yes,2017,No,,,10.294,6.551
TJK,Male,2016,5,0.035,0.129,0.164,,,1.392,1.497,,,2,Yes,2017,No,,,10.294,6.551
TJK,Female,2016,1.7,0.035,0.129,0.164,,,1.392,1.497,,,2,Yes,2017,No,,,10.294,6.551
TKM,Both,2016,7.2,,,,,,,,,,,,,,,,,
TKM,Male,2016,11,,,,,,,,,,,,,,,,,
TKM,Female,2016,3.7,,,,,,,,,,,,,,,,,
TLS,Both,2016,6.4,,0.081,6.527,,0.161,0.081,1.37,1.612,0.081,,No,,Yes,2017,1.934,,
TLS,Male,2016,9,,0.081,6.527,,0.161,0.081,1.37,1.612,0.081,,No,,Yes,2017,1.934,,
TLS,Female,2016,3.7,,0.081,6.527,,0.161,0.081,1.37,1.612,0.081,,No,,Yes,2017,1.934,,
TON,Both,2016,4,0,0.94,0.94,,,2.821,16.923,,1.88,1.1,Yes,2001,Yes,2016,,,24.444
TON,Male,2016,5.2,0,0.94,0.94,,,2.821,16.923,,1.88,1.1,Yes,2001,Yes,2016,,,24.444
TON,Female,2016,2.9,0,0.94,0.94,,,2.821,16.923,,1.88,1.1,Yes,2001,Yes,2016,,,24.444
TTO,Both,2016,12.9,,,,,,,,,,,,,,,,,
TTO,Male,2016,21.9,,,,,,,,,,,,,,,,,
TTO,Female,2016,4.3,,,,,,,,,,,,,,,,,
TUN,Both,2016,3.2,,,,,,,,,,,,,,,,,
TUN,Male,2016,4.4,,,,,,,,,,,,,,,,,
TUN,Female,2016,2.2,,,,,,,,,,,,,,,,,
TUR,Both,2016,7.2,0.011,0.455,0.19,,0.174,1.637,150.251,1.643,2.537,,No,,Yes,2011,0.957,5.158,4.673
TUR,Male,2016,11.3,0.011,0.455,0.19,,0.174,1.637,150.251,1.643,2.537,,No,,Yes,2011,0.957,5.158,4.673
TUR,Female,2016,3.2,0.011,0.455,0.19,,0.174,1.637,150.251,1.643,2.537,,No,,Yes,2011,0.957,5.158,4.673
TZA,Both,2016,9.6,,,,,,,,,,,,,,,,,
TZA,Male,2016,14.3,,,,,,,,,,,,,,,,,
TZA,Female,2016,5.4,,,,,,,,,,,,,,,,,
UGA,Both,2016,20,0.002,0.032,0.942,,,0.082,2.242,0.037,0.037,,Yes,1964,Yes,2014,,1.245,0.087
UGA,Male,2016,21.2,0.002,0.032,0.942,,,0.082,2.242,0.037,0.037,,Yes,1964,Yes,2014,,1.245,0.087
UGA,Female,2016,18.7,0.002,0.032,0.942,,,0.082,2.242,0.037,0.037,,Yes,1964,Yes,2014,,1.245,0.087
UKR,Both,2016,18.5,0.139,0.052,0.049,1.576,,6.93,,,,,Yes,,No,,,65.483,1.919
UKR,Male,2016,34.5,0.139,0.052,0.049,1.576,,6.93,,,,,Yes,,No,,,65.483,1.919
UKR,Female,2016,4.7,0.139,0.052,0.049,1.576,,6.93,,,,,Yes,,No,,,65.483,1.919
URY,Both,2016,16.5,0.321,0.699,,0.612,,14.134,,,,,Yes,1936,Yes,2011,,41.818,8.16
URY,Male,2016,26.8,0.321,0.699,,0.612,,14.134,,,,,Yes,1936,Yes,2011,,41.818,8.16
URY,Female,2016,7.1,0.321,0.699,,0.612,,14.134,,,,,Yes,1936,Yes,2011,,41.818,8.16
USA,Both,2016,13.7,0.189,0.349,0.373,,,10.542,4.283,60.338,29.864,,No,,Yes,2014,,18.66,11.143
USA,Male,2016,21.1,0.189,0.349,0.373,,,10.542,4.283,60.338,29.864,,No,,Yes,2014,,18.66,11.143
USA,Female,2016,6.4,0.189,0.349,0.373,,,10.542,4.283,60.338,29.864,,No,,Yes,2014,,18.66,11.143
UZB,Both,2016,7.4,0.081,0.013,0.084,0.052,,2.612,9.214,,0.09,2.7,Yes,2016,Yes,2013,,24.613,0.371
UZB,Male,2016,10.3,0.081,0.013,0.084,0.052,,2.612,9.214,,0.09,2.7,Yes,2016,Yes,2013,,24.613,0.371
UZB,Female,2016,4.6,0.081,0.013,0.084,0.052,,2.612,9.214,,0.09,2.7,Yes,2016,Yes,2013,,24.613,0.371
VCT,Both,2016,2.4,,,,,,,,,,,,,,,,,
VCT,Male,2016,3.9,,,,,,,,,,,,,,,,,
VCT,Female,2016,0.9,,,,,,,,,,,,,,,,,
VEN,Both,2016,3.8,,,,,,,,,,,,,,,,,
VEN,Male,2016,6.6,,,,,,,,,,,,,,,,,
VEN,Female,2016,1.2,,,,,,,,,,,,,,,,,
VNM,Both,2016,7,0.043,0.017,0.009,,,,,,,,No,,No,,,8.103,0.192
VNM,Male,2016,10.8,0.043,0.017,0.009,,,,,,,,No,,No,,,8.103,0.192
VNM,Female,2016,3.4,0.043,0.017,0.009,,,,,,,,No,,No,,,8.103,0.192
VUT,Both,2016,5.4,,0.756,2.645,,,0.378,4.535,0.378,0.756,1,Yes,2017,Yes,2016,,,1.512
VUT,Male,2016,8.1,,0.756,2.645,,,0.378,4.535,0.378,0.756,1,Yes,2017,Yes,2016,,,1.512
VUT,Female,2016,2.7,,0.756,2.645,,,0.378,4.535,0.378,0.756,1,Yes,2017,Yes,2016,,,1.512
WSM,Both,2016,5.4,0.516,0.516,12.387,0.516,4.645,1.548,1.548,1.548,,1.1,Yes,2007,Yes,2006,4.645,5.161,5.161
WSM,Male,2016,8.7,0.516,0.516,12.387,0.516,4.645,1.548,1.548,1.548,,1.1,Yes,2007,Yes,2006,4.645,5.161,5.161
WSM,Female,2016,2.2,0.516,0.516,12.387,0.516,4.645,1.548,1.548,1.548,,1.1,Yes,2007,Yes,2006,4.645,5.161,5.161
YEM,Both,2016,9.8,0.033,0.026,0.063,,,0.201,0.323,0.056,0.409,,No,,No,,,3.801,0
YEM,Male,2016,13.4,0.033,0.026,0.063,,,0.201,0.323,0.056,0.409,,No,,No,,,3.801,0
YEM,Female,2016,6.2,0.033,0.026,0.063,,,0.201,0.323,0.056,0.409,,No,,No,,,3.801,0
ZAF,Both,2016,12.8,0.116,0.072,0.11,,,1.521,,,,3,Yes,2002,Yes,2013,,16.556,4.33
ZAF,Male,2016,21.7,0.116,0.072,0.11,,,1.521,,,,3,Yes,2002,Yes,2013,,16.556,4.33
ZAF,Female,2016,5.1,0.116,0.072,0.11,,,1.521,,,,3,Yes,2002,Yes,2013,,16.556,4.33
ZMB,Both,2016,11.3,0.062,0.062,0.205,,0.019,0.056,1.429,0.019,0.031,,Yes,1951,Yes,2005,0.279,1.304,1.863
ZMB,Male,2016,17.5,0.062,0.062,0.205,,0.019,0.056,1.429,0.019,0.031,,Yes,1951,Yes,2005,0.279,1.304,1.863
ZMB,Female,2016,6.2,0.062,0.062,0.205,,0.019,0.056,1.429,0.019,0.031,,Yes,1951,Yes,2005,0.279,1.304,1.863
ZWE,Both,2016,19.1,0.025,0.025,0.057,0.006,0.051,0.095,3.486,0.634,0.057,3.2,Yes,1996,Yes,2004,0.513,11.497,1.014
ZWE,Male,2016,29.1,0.025,0.025,0.057,0.006,0.051,0.095,3.486,0.634,0.057,3.2,Yes,1996,Yes,2004,0.513,11.497,1.014
ZWE,Female,2016,11.1,0.025,0.025,0.057,0.006,0.051,0.095,3.486,0.634,0.057,3.2,Yes,1996,Yes,2004,0.513,11.497,1.014
